"subject","type","item","condition","question","correct_answer","response","rt","group_G","ambiguity_G","ambiguity","group"
"Non-Native 5","gp",18,"b","0","-","-",2390,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 6","gp",4,"a","0","-","-",8333,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 6","gp",17,"b","0","-","-",6062,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 6","gp",6,"c","0","-","-",11013,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 6","gp",24,"a","0","-","-",6675,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 6","gp",9,"b","0","-","-",8207,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 6","gp",16,"a","0","-","-",10443,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 6","gp",14,"c","0","-","-",17879,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 6","gp",19,"d","0","-","-",13554,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 6","gp",7,"d","0","-","-",4530,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 6","gp",22,"c","0","-","-",17007,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 6","gp",5,"b","0","-","-",8180,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 6","gp",21,"b","0","-","-",8468,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 6","gp",11,"d","0","-","-",6586,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 6","gp",13,"b","0","-","-",8707,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 6","gp",20,"a","0","-","-",12054,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 6","gp",18,"c","0","-","-",6541,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 6","gp",15,"d","0","-","-",6165,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 6","gp",3,"d","0","-","-",5931,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 6","gp",12,"a","0","-","-",8338,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 6","gp",8,"a","0","-","-",8198,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 6","gp",1,"b","0","-","-",6746,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 6","gp",10,"c","0","-","-",14449,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 6","gp",2,"c","0","-","-",7090,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 6","gp",23,"d","0","-","-",6153,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 7","gp",5,"c","0","-","-",7175,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 7","gp",20,"b","0","-","-",8497,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 7","gp",21,"c","0","-","-",5500,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 7","gp",12,"b","0","-","-",10859,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 7","gp",14,"d","0","-","-",10221,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 7","gp",2,"d","0","-","-",4605,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 7","gp",16,"b","0","-","-",4634,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 7","gp",22,"d","0","-","-",14507,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 7","gp",17,"c","0","-","-",4658,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 7","gp",7,"a","0","-","-",7280,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 7","gp",6,"d","0","-","-",9139,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 7","gp",11,"a","0","-","-",11862,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 7","gp",19,"a","0","-","-",7562,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 7","gp",18,"d","0","-","-",4871,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 7","gp",9,"c","0","-","-",5741,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 7","gp",23,"a","0","-","-",8040,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 7","gp",1,"c","0","-","-",5095,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 7","gp",24,"b","0","-","-",21142,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 7","gp",8,"b","0","-","-",13740,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 7","gp",4,"b","0","-","-",8147,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 7","gp",13,"c","0","-","-",17091,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 7","gp",10,"d","0","-","-",9827,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 7","gp",3,"a","0","-","-",11208,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 7","gp",15,"a","0","-","-",9159,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 8","gp",2,"a","0","-","-",7405,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 8","gp",14,"a","0","-","-",4818,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 8","gp",20,"c","0","-","-",4748,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 8","gp",9,"d","0","-","-",8280,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 8","gp",7,"b","0","-","-",6414,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 8","gp",12,"c","0","-","-",7567,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 8","gp",6,"a","0","-","-",5448,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 8","gp",21,"d","0","-","-",6163,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 8","gp",11,"b","0","-","-",5428,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 8","gp",23,"b","0","-","-",5459,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 8","gp",13,"d","0","-","-",4281,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 8","gp",1,"d","0","-","-",6743,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 8","gp",10,"a","0","-","-",4337,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 8","gp",16,"c","0","-","-",6248,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 8","gp",3,"b","0","-","-",8156,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 8","gp",22,"a","0","-","-",3382,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 8","gp",8,"c","0","-","-",4606,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 8","gp",4,"c","0","-","-",4885,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 8","gp",24,"c","0","-","-",4646,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 8","gp",5,"d","0","-","-",3274,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 8","gp",19,"b","0","-","-",3895,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 8","gp",17,"d","0","-","-",6684,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 8","gp",18,"a","0","-","-",3019,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 8","gp",15,"b","0","-","-",3439,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 9","gp",17,"a","0","-","-",7005,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 9","gp",22,"b","0","-","-",7905,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 9","gp",12,"d","0","-","-",4417,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 9","gp",13,"a","0","-","-",7293,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 9","gp",9,"a","0","-","-",5876,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 9","gp",18,"b","0","-","-",6653,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 9","gp",15,"c","0","-","-",7390,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 9","gp",21,"a","0","-","-",6975,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 9","gp",5,"a","0","-","-",3837,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 9","gp",8,"d","0","-","-",15580,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 9","gp",2,"b","0","-","-",2735,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 9","gp",7,"c","0","-","-",8646,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 9","gp",1,"a","0","-","-",4768,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 9","gp",4,"d","0","-","-",4403,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 9","gp",24,"d","0","-","-",5497,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 9","gp",3,"c","0","-","-",5951,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 9","gp",6,"b","0","-","-",9532,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 9","gp",19,"c","0","-","-",10074,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 9","gp",10,"b","0","-","-",7065,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 9","gp",11,"c","0","-","-",11952,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 9","gp",23,"c","0","-","-",8515,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 9","gp",16,"d","0","-","-",5055,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 9","gp",20,"d","0","-","-",4847,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 9","gp",14,"b","0","-","-",3807,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 10","gp",9,"b","0","-","-",12330,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 10","gp",18,"c","0","-","-",10800,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 10","gp",19,"d","0","-","-",18694,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 10","gp",22,"c","0","-","-",18330,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 10","gp",5,"b","0","-","-",12065,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 10","gp",11,"d","0","-","-",6345,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 10","gp",7,"d","0","-","-",13729,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 10","gp",15,"d","0","-","-",8143,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 10","gp",12,"a","0","-","-",9557,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 10","gp",14,"c","0","-","-",5458,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 10","gp",6,"c","0","-","-",14594,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 10","gp",23,"d","0","-","-",16730,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 10","gp",1,"b","0","-","-",8951,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 10","gp",10,"c","0","-","-",9656,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 10","gp",24,"a","0","-","-",22663,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 10","gp",17,"b","0","-","-",8995,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 10","gp",16,"a","0","-","-",36862,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 10","gp",20,"a","0","-","-",6203,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 10","gp",3,"d","0","-","-",8981,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 10","gp",21,"b","0","-","-",12895,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 10","gp",4,"a","0","-","-",11239,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 10","gp",13,"b","0","-","-",10158,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 10","gp",8,"a","0","-","-",16370,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 10","gp",2,"c","0","-","-",6002,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 11","gp",19,"a","0","-","-",4493,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 11","gp",17,"c","0","-","-",4937,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 11","gp",12,"b","0","-","-",2983,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 11","gp",20,"b","0","-","-",3415,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 11","gp",11,"a","0","-","-",5479,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 11","gp",7,"a","0","-","-",3724,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 11","gp",2,"d","0","-","-",5964,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 11","gp",13,"c","0","-","-",3029,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 11","gp",9,"c","0","-","-",3149,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 11","gp",4,"b","0","-","-",2541,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 11","gp",8,"b","0","-","-",3144,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 11","gp",5,"c","0","-","-",2714,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 11","gp",1,"c","0","-","-",2729,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 11","gp",10,"d","0","-","-",2628,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 11","gp",14,"d","0","-","-",2523,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 11","gp",16,"b","0","-","-",2841,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 11","gp",18,"d","0","-","-",4283,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 11","gp",24,"b","0","-","-",2383,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 11","gp",15,"a","0","-","-",3673,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 11","gp",22,"d","0","-","-",3845,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 11","gp",23,"a","0","-","-",2376,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 11","gp",3,"a","0","-","-",3670,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 11","gp",21,"c","0","-","-",2473,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 11","gp",6,"d","0","-","-",2621,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 12","gp",23,"b","0","-","-",5450,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 12","gp",1,"d","0","-","-",3282,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 12","gp",9,"d","0","-","-",4128,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 12","gp",20,"c","0","-","-",4971,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 12","gp",12,"c","0","-","-",9462,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 12","gp",17,"d","0","-","-",3519,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 12","gp",3,"b","0","-","-",3906,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 12","gp",15,"b","0","-","-",3076,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 12","gp",18,"a","0","-","-",9150,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 12","gp",10,"a","0","-","-",5168,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 12","gp",14,"a","0","-","-",4006,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 12","gp",8,"c","0","-","-",6163,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 12","gp",21,"d","0","-","-",5407,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 12","gp",13,"d","0","-","-",3450,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 12","gp",16,"c","0","-","-",4071,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 12","gp",2,"a","0","-","-",7596,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 12","gp",11,"b","0","-","-",3825,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 12","gp",24,"c","0","-","-",3826,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 12","gp",4,"c","0","-","-",4635,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 12","gp",7,"b","0","-","-",3965,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 12","gp",5,"d","0","-","-",4134,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 12","gp",19,"b","0","-","-",16267,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 12","gp",22,"a","0","-","-",4424,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 12","gp",6,"a","0","-","-",4789,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 13","gp",6,"b","0","-","-",6267,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 13","gp",24,"d","0","-","-",5300,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 13","gp",18,"b","0","-","-",5419,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 13","gp",9,"a","0","-","-",16708,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 13","gp",20,"d","0","-","-",5098,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 13","gp",14,"b","0","-","-",20914,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 13","gp",15,"c","0","-","-",7207,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 13","gp",21,"a","0","-","-",9854,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 13","gp",8,"d","0","-","-",30635,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 13","gp",19,"c","0","-","-",5352,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 13","gp",2,"b","0","-","-",2967,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 13","gp",10,"b","0","-","-",5000,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 13","gp",12,"d","0","-","-",4764,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 13","gp",5,"a","0","-","-",9443,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 13","gp",4,"d","0","-","-",6482,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 13","gp",22,"b","0","-","-",17368,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 13","gp",7,"c","0","-","-",8704,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 13","gp",1,"a","0","-","-",7803,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 13","gp",13,"a","0","-","-",4445,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 13","gp",3,"c","0","-","-",8223,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 13","gp",16,"d","0","-","-",7672,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 13","gp",23,"c","0","-","-",3211,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 13","gp",11,"c","0","-","-",3368,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 13","gp",17,"a","0","-","-",4146,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 14","gp",18,"c","0","-","-",3994,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 14","gp",5,"b","0","-","-",11941,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 14","gp",21,"b","0","-","-",6205,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 14","gp",11,"d","0","-","-",8032,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 14","gp",19,"d","0","-","-",10059,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 14","gp",7,"d","0","-","-",6198,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 14","gp",24,"a","0","-","-",19394,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 14","gp",14,"c","0","-","-",14559,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 14","gp",8,"a","0","-","-",13821,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 14","gp",23,"d","0","-","-",7805,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 14","gp",1,"b","0","-","-",14027,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 14","gp",22,"c","0","-","-",14557,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 14","gp",16,"a","0","-","-",18306,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 14","gp",13,"b","0","-","-",6091,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 14","gp",12,"a","0","-","-",6624,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 14","gp",17,"b","0","-","-",4063,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 14","gp",4,"a","0","-","-",6180,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 14","gp",9,"b","0","-","-",4494,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 14","gp",20,"a","0","-","-",12176,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 14","gp",2,"c","0","-","-",10568,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 14","gp",3,"d","0","-","-",11193,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 14","gp",15,"d","0","-","-",5783,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 14","gp",10,"c","0","-","-",4191,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 14","gp",6,"c","0","-","-",14684,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 15","gp",11,"a","0","-","-",6542,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 15","gp",3,"a","0","-","-",12026,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 15","gp",6,"d","0","-","-",12583,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 15","gp",18,"d","0","-","-",2238,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 15","gp",24,"b","0","-","-",2999,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 15","gp",8,"b","0","-","-",6865,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 15","gp",19,"a","0","-","-",6542,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 15","gp",20,"b","0","-","-",2575,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 15","gp",23,"a","0","-","-",5558,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 15","gp",5,"c","0","-","-",13201,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 15","gp",2,"d","0","-","-",2790,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 15","gp",17,"c","0","-","-",3756,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 15","gp",15,"a","0","-","-",9438,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 15","gp",21,"c","0","-","-",4418,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 15","gp",12,"b","0","-","-",2918,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 15","gp",16,"b","0","-","-",7177,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 15","gp",4,"b","0","-","-",3107,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 15","gp",22,"d","0","-","-",2435,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 15","gp",1,"c","0","-","-",3710,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 15","gp",10,"d","0","-","-",3629,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 15","gp",7,"a","0","-","-",2995,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 15","gp",13,"c","0","-","-",2358,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 15","gp",9,"c","0","-","-",2461,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 15","gp",14,"d","0","-","-",4449,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 16","gp",2,"a","0","-","-",7500,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 16","gp",16,"c","0","-","-",13487,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 16","gp",20,"c","0","-","-",10931,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 16","gp",13,"d","0","-","-",4963,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 16","gp",11,"b","0","-","-",13314,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 16","gp",6,"a","0","-","-",18565,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 16","gp",15,"b","0","-","-",3821,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 16","gp",8,"c","0","-","-",5000,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 16","gp",9,"d","0","-","-",9149,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 16","gp",7,"b","0","-","-",3306,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 16","gp",24,"c","0","-","-",18249,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 16","gp",22,"a","0","-","-",9524,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 16","gp",21,"d","0","-","-",5217,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 16","gp",23,"b","0","-","-",10264,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 16","gp",17,"d","0","-","-",4526,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 16","gp",10,"a","0","-","-",5935,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 16","gp",3,"b","0","-","-",7604,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 16","gp",12,"c","0","-","-",9341,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 16","gp",4,"c","0","-","-",4993,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 16","gp",18,"a","0","-","-",5739,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 16","gp",19,"b","0","-","-",22066,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 16","gp",14,"a","0","-","-",6554,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 16","gp",1,"d","0","-","-",6954,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 16","gp",5,"d","0","-","-",8006,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 17","gp",23,"c","0","-","-",11651,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 17","gp",5,"a","0","-","-",7773,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 17","gp",16,"d","0","-","-",6468,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 17","gp",3,"c","0","-","-",9004,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 17","gp",10,"b","0","-","-",20372,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 17","gp",17,"a","0","-","-",8557,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 17","gp",7,"c","0","-","-",11540,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 17","gp",15,"c","0","-","-",7897,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 17","gp",20,"d","0","-","-",12980,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 17","gp",1,"a","0","-","-",17461,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 17","gp",9,"a","0","-","-",11506,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 17","gp",13,"a","0","-","-",5837,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 17","gp",6,"b","0","-","-",8309,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 17","gp",22,"b","0","-","-",5232,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 17","gp",4,"d","0","-","-",5081,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 17","gp",12,"d","0","-","-",6218,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 17","gp",19,"c","0","-","-",6442,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 17","gp",18,"b","0","-","-",11166,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 17","gp",8,"d","0","-","-",4237,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 17","gp",24,"d","0","-","-",3226,"Non-Native","Unambiguous",-0.5,0.5
"Non-Native 17","gp",11,"c","0","-","-",9247,"Non-Native","Ambiguous",0.5,0.5
"Non-Native 17","gp",2,"b","0","-","-",6342,"Non-Native","Unambiguous",-0.5,0.5
