"controller","condition","item","response","response_time","subject","group_G","ambiguity_G","question_type_G","ambiguity","question_type","group"
"PictureAccept","exp1-1","3",0,6517,"Non-Native 3","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-4","18",1,1773,"Non-Native 3","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-3","17",1,1439,"Non-Native 3","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-2","4",1,1677,"Non-Native 3","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-4","22",1,2966,"Non-Native 3","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-1","11",1,3029,"Non-Native 3","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-1","15",1,2093,"Non-Native 3","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","12",1,2655,"Non-Native 3","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-2","23",1,4872,"Non-Native 4","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-1","14",1,12186,"Non-Native 4","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-1","18",0,11649,"Non-Native 4","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-1","2",1,1935,"Non-Native 4","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-3","24",0,3619,"Non-Native 4","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-4","5",1,1499,"Non-Native 4","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-1","22",1,6588,"Non-Native 4","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-3","8",1,2281,"Non-Native 4","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-3","16",1,1776,"Non-Native 4","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-2","11",1,3932,"Non-Native 4","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-3","4",1,2166,"Non-Native 4","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-1","6",1,8355,"Non-Native 4","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","3",1,1992,"Non-Native 4","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-4","13",1,2432,"Non-Native 4","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-2","19",0,2095,"Non-Native 4","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-4","21",1,1988,"Non-Native 4","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-4","9",1,1489,"Non-Native 4","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-4","17",1,1360,"Non-Native 4","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-1","10",0,2162,"Non-Native 4","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","15",1,1498,"Non-Native 4","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-4","1",1,1824,"Non-Native 4","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-3","12",0,2797,"Non-Native 4","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-2","7",1,6352,"Non-Native 4","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-3","20",0,2366,"Non-Native 4","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-4","16",1,3286,"Non-Native 5","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-2","6",1,1657,"Non-Native 5","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-3","7",1,1773,"Non-Native 5","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-4","8",1,1203,"Non-Native 5","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-4","12",1,1373,"Non-Native 5","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-2","14",1,3993,"Non-Native 5","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-2","2",1,1960,"Non-Native 5","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-1","21",0,1224,"Non-Native 5","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-1","17",0,1454,"Non-Native 5","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-3","11",0,7876,"Non-Native 5","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-2","10",1,1107,"Non-Native 5","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-3","23",0,1386,"Non-Native 5","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-3","19",1,1837,"Non-Native 5","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-3","3",0,1884,"Non-Native 5","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-1","13",1,1154,"Non-Native 5","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-4","24",1,1798,"Non-Native 5","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-4","20",1,1276,"Non-Native 5","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-1","1",1,1498,"Non-Native 5","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","22",0,1624,"Non-Native 5","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-1","9",0,1777,"Non-Native 5","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","18",1,1753,"Non-Native 5","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-4","4",0,892,"Non-Native 5","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-3","15",0,916,"Non-Native 5","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-1","5",1,2403,"Non-Native 5","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-1","20",1,8880,"Non-Native 6","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-1","8",1,3724,"Non-Native 6","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-4","19",1,3794,"Non-Native 6","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-4","11",1,9754,"Non-Native 6","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-2","17",0,1802,"Non-Native 6","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-3","18",1,1903,"Non-Native 6","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-2","1",1,2602,"Non-Native 6","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-1","24",1,1805,"Non-Native 6","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-4","23",1,2036,"Non-Native 6","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-3","22",0,942,"Non-Native 6","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-4","7",1,1676,"Non-Native 6","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-3","10",1,1162,"Non-Native 6","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-3","14",1,1702,"Non-Native 6","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-2","21",1,2060,"Non-Native 6","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-1","4",1,1373,"Non-Native 6","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-1","12",1,1121,"Non-Native 6","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","5",1,2099,"Non-Native 6","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-1","16",1,1136,"Non-Native 6","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-3","2",1,910,"Non-Native 6","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-4","15",1,972,"Non-Native 6","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-4","3",1,1389,"Non-Native 6","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-2","13",1,1147,"Non-Native 6","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-3","6",1,1050,"Non-Native 6","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-2","9",1,1160,"Non-Native 6","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-1","15",0,2462,"Non-Native 7","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-1","23",0,2415,"Non-Native 7","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-3","1",1,8548,"Non-Native 7","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-2","16",1,3401,"Non-Native 7","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-2","12",0,6758,"Non-Native 7","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-2","20",1,2461,"Non-Native 7","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-1","19",1,4432,"Non-Native 7","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","24",1,2342,"Non-Native 7","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-3","17",0,6318,"Non-Native 7","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-2","4",1,2427,"Non-Native 7","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-3","9",1,6373,"Non-Native 7","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-4","18",1,10007,"Non-Native 7","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-3","21",0,1548,"Non-Native 7","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-1","7",0,3803,"Non-Native 7","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-3","13",0,1928,"Non-Native 7","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-2","8",1,2205,"Non-Native 7","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-4","10",1,5732,"Non-Native 7","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-1","11",0,2892,"Non-Native 7","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-3","5",0,4455,"Non-Native 7","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-4","2",1,1198,"Non-Native 7","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-4","22",1,1664,"Non-Native 7","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-1","3",0,6409,"Non-Native 7","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-4","14",0,1292,"Non-Native 7","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-4","6",1,769,"Non-Native 7","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-3","24",0,1116,"Non-Native 8","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-2","3",0,3139,"Non-Native 8","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-1","22",0,2233,"Non-Native 8","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","7",0,1582,"Non-Native 8","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-3","8",0,4191,"Non-Native 8","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-3","12",0,2820,"Non-Native 8","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-1","14",1,2615,"Non-Native 8","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-4","13",1,2513,"Non-Native 8","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-3","20",0,1328,"Non-Native 8","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-1","10",1,2868,"Non-Native 8","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-4","21",1,1028,"Non-Native 8","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-1","6",1,2327,"Non-Native 8","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-3","16",0,2758,"Non-Native 8","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-1","18",0,1369,"Non-Native 8","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","11",0,3092,"Non-Native 8","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-4","1",1,2547,"Non-Native 8","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-2","15",1,3737,"Non-Native 8","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-4","17",1,1322,"Non-Native 8","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-4","9",1,1458,"Non-Native 8","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-2","19",1,2361,"Non-Native 8","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-3","4",0,817,"Non-Native 8","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-1","2",0,2208,"Non-Native 8","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","23",1,2124,"Non-Native 8","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-4","5",1,880,"Non-Native 8","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-2","6",1,4213,"Non-Native 9","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-4","12",1,1562,"Non-Native 9","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-3","19",1,1448,"Non-Native 9","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-3","7",0,946,"Non-Native 9","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-3","15",0,2523,"Non-Native 9","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-1","13",0,1503,"Non-Native 9","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-1","9",0,1678,"Non-Native 9","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","10",0,1162,"Non-Native 9","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-4","16",1,1191,"Non-Native 9","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-1","5",0,1198,"Non-Native 9","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-4","8",1,1337,"Non-Native 9","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-1","21",0,1832,"Non-Native 9","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","2",1,3007,"Non-Native 9","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-3","23",0,1110,"Non-Native 9","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-3","3",0,2292,"Non-Native 9","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-1","17",0,1624,"Non-Native 9","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-3","11",0,2200,"Non-Native 9","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-4","20",1,1380,"Non-Native 9","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-2","18",1,2944,"Non-Native 9","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-2","22",0,1709,"Non-Native 9","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-4","24",1,1666,"Non-Native 9","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-1","1",0,2584,"Non-Native 9","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","14",1,2691,"Non-Native 9","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-4","4",0,995,"Non-Native 9","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-4","3",1,5849,"Non-Native 10","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-3","18",0,2142,"Non-Native 10","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-2","9",1,2768,"Non-Native 10","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-4","23",1,1807,"Non-Native 10","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-2","5",1,3239,"Non-Native 10","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-1","16",1,1725,"Non-Native 10","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-4","7",1,1150,"Non-Native 10","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-1","4",1,1818,"Non-Native 10","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","21",1,1912,"Non-Native 10","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-3","6",1,966,"Non-Native 10","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-4","11",1,3434,"Non-Native 10","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-3","14",1,4093,"Non-Native 10","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-3","2",1,1140,"Non-Native 10","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-3","22",1,8299,"Non-Native 10","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-2","17",0,1674,"Non-Native 10","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-1","24",0,1694,"Non-Native 10","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-4","19",1,1310,"Non-Native 10","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-1","8",1,898,"Non-Native 10","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","1",1,1251,"Non-Native 10","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-3","10",1,1623,"Non-Native 10","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-2","13",1,1568,"Non-Native 10","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-1","20",1,1110,"Non-Native 10","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-4","15",1,1036,"Non-Native 10","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-1","12",0,1698,"Non-Native 10","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-3","21",0,4103,"Non-Native 11","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-4","18",1,1961,"Non-Native 11","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-2","20",0,8916,"Non-Native 11","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-3","9",1,1879,"Non-Native 11","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-2","16",1,3922,"Non-Native 11","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-2","8",1,3207,"Non-Native 11","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-2","4",1,2472,"Non-Native 11","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-4","10",1,2452,"Non-Native 11","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-3","17",0,1828,"Non-Native 11","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-1","3",0,8126,"Non-Native 11","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","12",1,1888,"Non-Native 11","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-2","24",1,2358,"Non-Native 11","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-1","7",1,10274,"Non-Native 11","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-3","1",1,1756,"Non-Native 11","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-3","13",1,3385,"Non-Native 11","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-1","23",1,3296,"Non-Native 11","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-4","2",1,4174,"Non-Native 11","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-4","6",1,1198,"Non-Native 11","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-1","15",1,1989,"Non-Native 11","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-4","14",1,3090,"Non-Native 11","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-4","22",1,1985,"Non-Native 11","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-3","5",1,1722,"Non-Native 11","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-1","11",1,2450,"Non-Native 11","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-1","19",1,3339,"Non-Native 11","Non-Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,0.5
"PictureAccept","exp1-2","15",1,5000,"Non-Native 12","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-4","1",1,1104,"Non-Native 12","Non-Native","Unambiguous","Main_Clause_Question",-0.5,0.5,0.5
"PictureAccept","exp1-2","3",0,3824,"Non-Native 12","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-3","4",1,1346,"Non-Native 12","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
"PictureAccept","exp1-2","11",1,953,"Non-Native 12","Non-Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,0.5
"PictureAccept","exp1-3","24",1,1049,"Non-Native 12","Non-Native","Ambiguous","Main_Clause_Question",0.5,0.5,0.5
