"subject","item","region","measure","condition","rawdata","group_G","region_G","trial","sort","skips","reading_time","ambiguity_G","continuation_G","ambiguity_continuation_G","ambiguity","continuation","group"
"Native 30",16,-0.5,"rp",3,139,"Native","continuation","Native 30 16","continuation/rp",0,139,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 30",15,-0.5,"rp",2,372,"Native","continuation","Native 30 15","continuation/rp",0,372,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 30",12,-0.5,"rp",3,153,"Native","continuation","Native 30 12","continuation/rp",0,153,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 30",11,-0.5,"rp",2,299,"Native","continuation","Native 30 11","continuation/rp",0,299,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 30",3,-0.5,"rp",2,125,"Native","continuation","Native 30 3","continuation/rp",0,125,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 30",4,-0.5,"rp",3,171,"Native","continuation","Native 30 4","continuation/rp",0,171,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 30",8,-0.5,"rp",3,163,"Native","continuation","Native 30 8","continuation/rp",0,163,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 30",1,-0.5,"rp",4,305,"Native","continuation","Native 30 1","continuation/rp",0,305,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 30",18,-0.5,"rp",1,0,"Native","continuation","Native 30 18","continuation/rp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 31",23,-0.5,"rp",3,768,"Native","continuation","Native 31 23","continuation/rp",0,768,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 31",2,-0.5,"rp",2,213,"Native","continuation","Native 31 2","continuation/rp",0,213,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 31",11,-0.5,"rp",3,174,"Native","continuation","Native 31 11","continuation/rp",0,174,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 31",13,-0.5,"rp",1,565,"Native","continuation","Native 31 13","continuation/rp",0,565,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 31",16,-0.5,"rp",4,555,"Native","continuation","Native 31 16","continuation/rp",0,555,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 31",19,-0.5,"rp",3,791,"Native","continuation","Native 31 19","continuation/rp",0,791,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 31",5,-0.5,"rp",1,202,"Native","continuation","Native 31 5","continuation/rp",0,202,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 31",20,-0.5,"rp",4,962,"Native","continuation","Native 31 20","continuation/rp",0,962,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 31",6,-0.5,"rp",2,323,"Native","continuation","Native 31 6","continuation/rp",0,323,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 31",7,-0.5,"rp",3,917,"Native","continuation","Native 31 7","continuation/rp",0,917,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 31",10,-0.5,"rp",2,631,"Native","continuation","Native 31 10","continuation/rp",0,631,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 31",17,-0.5,"rp",1,452,"Native","continuation","Native 31 17","continuation/rp",0,452,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 31",22,-0.5,"rp",2,1047,"Native","continuation","Native 31 22","continuation/rp",0,1047,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 31",24,-0.5,"rp",4,158,"Native","continuation","Native 31 24","continuation/rp",0,158,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 31",1,-0.5,"rp",1,210,"Native","continuation","Native 31 1","continuation/rp",0,210,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 31",14,-0.5,"rp",2,196,"Native","continuation","Native 31 14","continuation/rp",0,196,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 31",4,-0.5,"rp",4,0,"Native","continuation","Native 31 4","continuation/rp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 31",21,-0.5,"rp",1,309,"Native","continuation","Native 31 21","continuation/rp",0,309,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 31",18,-0.5,"rp",2,169,"Native","continuation","Native 31 18","continuation/rp",0,169,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 31",12,-0.5,"rp",4,198,"Native","continuation","Native 31 12","continuation/rp",0,198,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 31",3,-0.5,"rp",3,247,"Native","continuation","Native 31 3","continuation/rp",0,247,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 31",8,-0.5,"rp",4,211,"Native","continuation","Native 31 8","continuation/rp",0,211,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 31",15,-0.5,"rp",3,317,"Native","continuation","Native 31 15","continuation/rp",0,317,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 31",9,-0.5,"rp",1,378,"Native","continuation","Native 31 9","continuation/rp",0,378,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 32",7,-0.5,"rp",4,801,"Native","continuation","Native 32 7","continuation/rp",0,801,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 32",6,-0.5,"rp",3,201,"Native","continuation","Native 32 6","continuation/rp",0,201,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 32",18,-0.5,"rp",3,174,"Native","continuation","Native 32 18","continuation/rp",0,174,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 32",21,-0.5,"rp",2,259,"Native","continuation","Native 32 21","continuation/rp",0,259,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 32",13,-0.5,"rp",2,425,"Native","continuation","Native 32 13","continuation/rp",0,425,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 32",24,-0.5,"rp",1,200,"Native","continuation","Native 32 24","continuation/rp",0,200,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 32",10,-0.5,"rp",3,250,"Native","continuation","Native 32 10","continuation/rp",0,250,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 32",19,-0.5,"rp",4,1210,"Native","continuation","Native 32 19","continuation/rp",0,1210,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 32",23,-0.5,"rp",4,182,"Native","continuation","Native 32 23","continuation/rp",0,182,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 32",16,-0.5,"rp",1,183,"Native","continuation","Native 32 16","continuation/rp",0,183,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 32",17,-0.5,"rp",2,703,"Native","continuation","Native 32 17","continuation/rp",0,703,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 32",12,-0.5,"rp",1,164,"Native","continuation","Native 32 12","continuation/rp",0,164,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 32",2,-0.5,"rp",3,345,"Native","continuation","Native 32 2","continuation/rp",0,345,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 32",5,-0.5,"rp",2,0,"Native","continuation","Native 32 5","continuation/rp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 32",1,-0.5,"rp",2,287,"Native","continuation","Native 32 1","continuation/rp",0,287,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 32",4,-0.5,"rp",1,154,"Native","continuation","Native 32 4","continuation/rp",0,154,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 32",9,-0.5,"rp",2,232,"Native","continuation","Native 32 9","continuation/rp",0,232,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 32",15,-0.5,"rp",4,888,"Native","continuation","Native 32 15","continuation/rp",0,888,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 32",3,-0.5,"rp",4,229,"Native","continuation","Native 32 3","continuation/rp",0,229,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 32",22,-0.5,"rp",3,220,"Native","continuation","Native 32 22","continuation/rp",0,220,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 32",11,-0.5,"rp",4,0,"Native","continuation","Native 32 11","continuation/rp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 32",14,-0.5,"rp",3,425,"Native","continuation","Native 32 14","continuation/rp",0,425,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 32",8,-0.5,"rp",1,0,"Native","continuation","Native 32 8","continuation/rp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 32",20,-0.5,"rp",1,143,"Native","continuation","Native 32 20","continuation/rp",0,143,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 33",24,-0.5,"rp",2,977,"Native","continuation","Native 33 24","continuation/rp",0,977,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 33",17,-0.5,"rp",3,346,"Native","continuation","Native 33 17","continuation/rp",0,346,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 33",5,-0.5,"rp",3,245,"Native","continuation","Native 33 5","continuation/rp",0,245,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 33",18,-0.5,"rp",4,347,"Native","continuation","Native 33 18","continuation/rp",0,347,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 33",22,-0.5,"rp",4,263,"Native","continuation","Native 33 22","continuation/rp",0,263,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 33",20,-0.5,"rp",2,268,"Native","continuation","Native 33 20","continuation/rp",0,268,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 33",23,-0.5,"rp",1,356,"Native","continuation","Native 33 23","continuation/rp",0,356,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 33",2,-0.5,"rp",4,201,"Native","continuation","Native 33 2","continuation/rp",0,201,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 33",19,-0.5,"rp",1,205,"Native","continuation","Native 33 19","continuation/rp",0,205,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 33",1,-0.5,"rp",3,459,"Native","continuation","Native 33 1","continuation/rp",0,459,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 33",3,-0.5,"rp",1,598,"Native","continuation","Native 33 3","continuation/rp",0,598,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 33",15,-0.5,"rp",1,214,"Native","continuation","Native 33 15","continuation/rp",0,214,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 33",6,-0.5,"rp",4,403,"Native","continuation","Native 33 6","continuation/rp",0,403,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 33",14,-0.5,"rp",4,534,"Native","continuation","Native 33 14","continuation/rp",0,534,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 33",4,-0.5,"rp",2,159,"Native","continuation","Native 33 4","continuation/rp",0,159,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 33",7,-0.5,"rp",1,177,"Native","continuation","Native 33 7","continuation/rp",0,177,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 33",10,-0.5,"rp",4,978,"Native","continuation","Native 33 10","continuation/rp",0,978,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 33",13,-0.5,"rp",3,240,"Native","continuation","Native 33 13","continuation/rp",0,240,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 33",16,-0.5,"rp",2,533,"Native","continuation","Native 33 16","continuation/rp",0,533,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 33",9,-0.5,"rp",3,237,"Native","continuation","Native 33 9","continuation/rp",0,237,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 33",11,-0.5,"rp",1,0,"Native","continuation","Native 33 11","continuation/rp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 33",8,-0.5,"rp",2,235,"Native","continuation","Native 33 8","continuation/rp",0,235,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 33",21,-0.5,"rp",3,227,"Native","continuation","Native 33 21","continuation/rp",0,227,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 33",12,-0.5,"rp",2,141,"Native","continuation","Native 33 12","continuation/rp",0,141,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 34",11,-0.5,"rp",2,0,"Native","continuation","Native 34 11","continuation/rp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 34",15,-0.5,"rp",2,228,"Native","continuation","Native 34 15","continuation/rp",0,228,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 34",17,-0.5,"rp",4,140,"Native","continuation","Native 34 17","continuation/rp",0,140,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 34",13,-0.5,"rp",4,210,"Native","continuation","Native 34 13","continuation/rp",0,210,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 34",18,-0.5,"rp",1,237,"Native","continuation","Native 34 18","continuation/rp",0,237,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 34",24,-0.5,"rp",3,228,"Native","continuation","Native 34 24","continuation/rp",0,228,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 34",21,-0.5,"rp",4,291,"Native","continuation","Native 34 21","continuation/rp",0,291,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 34",6,-0.5,"rp",1,249,"Native","continuation","Native 34 6","continuation/rp",0,249,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 34",1,-0.5,"rp",4,295,"Native","continuation","Native 34 1","continuation/rp",0,295,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 34",12,-0.5,"rp",3,495,"Native","continuation","Native 34 12","continuation/rp",0,495,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 34",23,-0.5,"rp",2,449,"Native","continuation","Native 34 23","continuation/rp",0,449,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 34",4,-0.5,"rp",3,0,"Native","continuation","Native 34 4","continuation/rp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 34",14,-0.5,"rp",1,592,"Native","continuation","Native 34 14","continuation/rp",0,592,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 34",7,-0.5,"rp",2,140,"Native","continuation","Native 34 7","continuation/rp",0,140,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 34",5,-0.5,"rp",4,236,"Native","continuation","Native 34 5","continuation/rp",0,236,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 34",2,-0.5,"rp",1,0,"Native","continuation","Native 34 2","continuation/rp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 34",9,-0.5,"rp",4,235,"Native","continuation","Native 34 9","continuation/rp",0,235,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 34",19,-0.5,"rp",2,0,"Native","continuation","Native 34 19","continuation/rp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 34",10,-0.5,"rp",1,171,"Native","continuation","Native 34 10","continuation/rp",0,171,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 34",22,-0.5,"rp",1,197,"Native","continuation","Native 34 22","continuation/rp",0,197,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 34",8,-0.5,"rp",3,0,"Native","continuation","Native 34 8","continuation/rp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 34",3,-0.5,"rp",2,194,"Native","continuation","Native 34 3","continuation/rp",0,194,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 34",20,-0.5,"rp",3,319,"Native","continuation","Native 34 20","continuation/rp",0,319,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 34",16,-0.5,"rp",3,215,"Native","continuation","Native 34 16","continuation/rp",0,215,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 35",2,-0.5,"rp",1,365,"Native","continuation","Native 35 2","continuation/rp",0,365,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 35",11,-0.5,"rp",2,202,"Native","continuation","Native 35 11","continuation/rp",0,202,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 35",5,-0.5,"rp",4,208,"Native","continuation","Native 35 5","continuation/rp",0,208,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 35",9,-0.5,"rp",4,242,"Native","continuation","Native 35 9","continuation/rp",0,242,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 35",24,-0.5,"rp",3,773,"Native","continuation","Native 35 24","continuation/rp",0,773,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 35",16,-0.5,"rp",3,911,"Native","continuation","Native 35 16","continuation/rp",0,911,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 35",14,-0.5,"rp",1,274,"Native","continuation","Native 35 14","continuation/rp",0,274,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 35",1,-0.5,"rp",4,565,"Native","continuation","Native 35 1","continuation/rp",0,565,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 35",15,-0.5,"rp",2,184,"Native","continuation","Native 35 15","continuation/rp",0,184,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 35",7,-0.5,"rp",2,210,"Native","continuation","Native 35 7","continuation/rp",0,210,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 35",19,-0.5,"rp",2,221,"Native","continuation","Native 35 19","continuation/rp",0,221,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 35",12,-0.5,"rp",3,0,"Native","continuation","Native 35 12","continuation/rp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 35",23,-0.5,"rp",2,259,"Native","continuation","Native 35 23","continuation/rp",0,259,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 35",10,-0.5,"rp",1,242,"Native","continuation","Native 35 10","continuation/rp",0,242,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 35",6,-0.5,"rp",1,0,"Native","continuation","Native 35 6","continuation/rp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 35",21,-0.5,"rp",4,0,"Native","continuation","Native 35 21","continuation/rp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 35",8,-0.5,"rp",3,180,"Native","continuation","Native 35 8","continuation/rp",0,180,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 35",3,-0.5,"rp",2,245,"Native","continuation","Native 35 3","continuation/rp",0,245,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 35",17,-0.5,"rp",4,213,"Native","continuation","Native 35 17","continuation/rp",0,213,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 35",4,-0.5,"rp",3,0,"Native","continuation","Native 35 4","continuation/rp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 35",18,-0.5,"rp",1,327,"Native","continuation","Native 35 18","continuation/rp",0,327,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 35",13,-0.5,"rp",4,492,"Native","continuation","Native 35 13","continuation/rp",0,492,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
