"subject","item","region","measure","condition","rawdata","group_G","region_G","trial","sort","skips","reading_time","ambiguity_G","continuation_G","ambiguity_continuation_G","ambiguity","continuation","group"
"Non-Native 19",11,0.5,"fp",4,688,"Non-Native","spillover_d","Non-Native 19 11","spillover_d/fp",0,688,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 19",22,0.5,"fp",3,532,"Non-Native","spillover_d","Non-Native 19 22","spillover_d/fp",0,532,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 19",20,0.5,"fp",1,116,"Non-Native","spillover_d","Non-Native 19 20","spillover_d/fp",0,116,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 20",4,0.5,"fp",2,822,"Non-Native","spillover_d","Non-Native 20 4","spillover_d/fp",0,822,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 20",5,0.5,"fp",3,675,"Non-Native","spillover_d","Non-Native 20 5","spillover_d/fp",0,675,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 20",24,0.5,"fp",2,330,"Non-Native","spillover_d","Non-Native 20 24","spillover_d/fp",0,330,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 20",12,0.5,"fp",2,975,"Non-Native","spillover_d","Non-Native 20 12","spillover_d/fp",0,975,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 20",2,0.5,"fp",4,599,"Non-Native","spillover_d","Non-Native 20 2","spillover_d/fp",0,599,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 20",3,0.5,"fp",1,281,"Non-Native","spillover_d","Non-Native 20 3","spillover_d/fp",0,281,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 20",23,0.5,"fp",1,731,"Non-Native","spillover_d","Non-Native 20 23","spillover_d/fp",0,731,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 20",10,0.5,"fp",4,851,"Non-Native","spillover_d","Non-Native 20 10","spillover_d/fp",0,851,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 20",1,0.5,"fp",3,737,"Non-Native","spillover_d","Non-Native 20 1","spillover_d/fp",0,737,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 20",7,0.5,"fp",1,1274,"Non-Native","spillover_d","Non-Native 20 7","spillover_d/fp",0,1274,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 20",6,0.5,"fp",4,1178,"Non-Native","spillover_d","Non-Native 20 6","spillover_d/fp",0,1178,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 20",14,0.5,"fp",4,215,"Non-Native","spillover_d","Non-Native 20 14","spillover_d/fp",0,215,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 20",11,0.5,"fp",1,262,"Non-Native","spillover_d","Non-Native 20 11","spillover_d/fp",0,262,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 20",17,0.5,"fp",3,560,"Non-Native","spillover_d","Non-Native 20 17","spillover_d/fp",0,560,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 20",21,0.5,"fp",3,326,"Non-Native","spillover_d","Non-Native 20 21","spillover_d/fp",0,326,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 20",22,0.5,"fp",4,515,"Non-Native","spillover_d","Non-Native 20 22","spillover_d/fp",0,515,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 20",20,0.5,"fp",2,407,"Non-Native","spillover_d","Non-Native 20 20","spillover_d/fp",0,407,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 20",8,0.5,"fp",2,649,"Non-Native","spillover_d","Non-Native 20 8","spillover_d/fp",0,649,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 20",15,0.5,"fp",1,348,"Non-Native","spillover_d","Non-Native 20 15","spillover_d/fp",0,348,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 20",13,0.5,"fp",3,522,"Non-Native","spillover_d","Non-Native 20 13","spillover_d/fp",0,522,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 20",16,0.5,"fp",2,868,"Non-Native","spillover_d","Non-Native 20 16","spillover_d/fp",0,868,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 20",9,0.5,"fp",3,508,"Non-Native","spillover_d","Non-Native 20 9","spillover_d/fp",0,508,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 20",19,0.5,"fp",1,306,"Non-Native","spillover_d","Non-Native 20 19","spillover_d/fp",0,306,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 20",18,0.5,"fp",4,1098,"Non-Native","spillover_d","Non-Native 20 18","spillover_d/fp",0,1098,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 21",17,0.5,"fp",4,711,"Non-Native","spillover_d","Non-Native 21 17","spillover_d/fp",0,711,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 21",21,0.5,"fp",4,523,"Non-Native","spillover_d","Non-Native 21 21","spillover_d/fp",0,523,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 21",11,0.5,"fp",2,1005,"Non-Native","spillover_d","Non-Native 21 11","spillover_d/fp",0,1005,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 21",23,0.5,"fp",2,650,"Non-Native","spillover_d","Non-Native 21 23","spillover_d/fp",0,650,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 21",22,0.5,"fp",1,507,"Non-Native","spillover_d","Non-Native 21 22","spillover_d/fp",0,507,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 21",15,0.5,"fp",2,587,"Non-Native","spillover_d","Non-Native 21 15","spillover_d/fp",0,587,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 21",24,0.5,"fp",3,200,"Non-Native","spillover_d","Non-Native 21 24","spillover_d/fp",0,200,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 21",1,0.5,"fp",4,1372,"Non-Native","spillover_d","Non-Native 21 1","spillover_d/fp",0,1372,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 21",18,0.5,"fp",1,645,"Non-Native","spillover_d","Non-Native 21 18","spillover_d/fp",0,645,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 21",12,0.5,"fp",3,769,"Non-Native","spillover_d","Non-Native 21 12","spillover_d/fp",0,769,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 21",3,0.5,"fp",2,518,"Non-Native","spillover_d","Non-Native 21 3","spillover_d/fp",0,518,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 21",4,0.5,"fp",3,265,"Non-Native","spillover_d","Non-Native 21 4","spillover_d/fp",0,265,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 21",7,0.5,"fp",2,1394,"Non-Native","spillover_d","Non-Native 21 7","spillover_d/fp",0,1394,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 21",9,0.5,"fp",4,744,"Non-Native","spillover_d","Non-Native 21 9","spillover_d/fp",0,744,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 21",5,0.5,"fp",4,490,"Non-Native","spillover_d","Non-Native 21 5","spillover_d/fp",0,490,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 21",10,0.5,"fp",1,387,"Non-Native","spillover_d","Non-Native 21 10","spillover_d/fp",0,387,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 21",14,0.5,"fp",1,566,"Non-Native","spillover_d","Non-Native 21 14","spillover_d/fp",0,566,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 21",13,0.5,"fp",4,662,"Non-Native","spillover_d","Non-Native 21 13","spillover_d/fp",0,662,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 21",20,0.5,"fp",3,443,"Non-Native","spillover_d","Non-Native 21 20","spillover_d/fp",0,443,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 21",2,0.5,"fp",1,418,"Non-Native","spillover_d","Non-Native 21 2","spillover_d/fp",0,418,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 21",16,0.5,"fp",3,719,"Non-Native","spillover_d","Non-Native 21 16","spillover_d/fp",0,719,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 21",19,0.5,"fp",2,1452,"Non-Native","spillover_d","Non-Native 21 19","spillover_d/fp",0,1452,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 21",6,0.5,"fp",1,562,"Non-Native","spillover_d","Non-Native 21 6","spillover_d/fp",0,562,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 21",8,0.5,"fp",3,431,"Non-Native","spillover_d","Non-Native 21 8","spillover_d/fp",0,431,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 22",12,0.5,"fp",4,831,"Non-Native","spillover_d","Non-Native 22 12","spillover_d/fp",0,831,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 22",13,0.5,"fp",1,563,"Non-Native","spillover_d","Non-Native 22 13","spillover_d/fp",0,563,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 22",15,0.5,"fp",3,357,"Non-Native","spillover_d","Non-Native 22 15","spillover_d/fp",0,357,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 22",23,0.5,"fp",3,720,"Non-Native","spillover_d","Non-Native 22 23","spillover_d/fp",0,720,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 22",8,0.5,"fp",4,543,"Non-Native","spillover_d","Non-Native 22 8","spillover_d/fp",0,543,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 22",7,0.5,"fp",3,586,"Non-Native","spillover_d","Non-Native 22 7","spillover_d/fp",0,586,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 22",11,0.5,"fp",3,1245,"Non-Native","spillover_d","Non-Native 22 11","spillover_d/fp",0,1245,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 22",19,0.5,"fp",3,381,"Non-Native","spillover_d","Non-Native 22 19","spillover_d/fp",0,381,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 22",4,0.5,"fp",4,658,"Non-Native","spillover_d","Non-Native 22 4","spillover_d/fp",0,658,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 22",10,0.5,"fp",2,593,"Non-Native","spillover_d","Non-Native 22 10","spillover_d/fp",0,593,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 22",18,0.5,"fp",2,676,"Non-Native","spillover_d","Non-Native 22 18","spillover_d/fp",0,676,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 22",6,0.5,"fp",2,697,"Non-Native","spillover_d","Non-Native 22 6","spillover_d/fp",0,697,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 22",16,0.5,"fp",4,508,"Non-Native","spillover_d","Non-Native 22 16","spillover_d/fp",0,508,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 22",1,0.5,"fp",1,196,"Non-Native","spillover_d","Non-Native 22 1","spillover_d/fp",0,196,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 22",5,0.5,"fp",1,390,"Non-Native","spillover_d","Non-Native 22 5","spillover_d/fp",0,390,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 22",24,0.5,"fp",4,518,"Non-Native","spillover_d","Non-Native 22 24","spillover_d/fp",0,518,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 22",14,0.5,"fp",2,199,"Non-Native","spillover_d","Non-Native 22 14","spillover_d/fp",0,199,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 22",9,0.5,"fp",1,506,"Non-Native","spillover_d","Non-Native 22 9","spillover_d/fp",0,506,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 22",17,0.5,"fp",1,534,"Non-Native","spillover_d","Non-Native 22 17","spillover_d/fp",0,534,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 22",3,0.5,"fp",3,242,"Non-Native","spillover_d","Non-Native 22 3","spillover_d/fp",0,242,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 22",2,0.5,"fp",2,394,"Non-Native","spillover_d","Non-Native 22 2","spillover_d/fp",0,394,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 22",22,0.5,"fp",2,605,"Non-Native","spillover_d","Non-Native 22 22","spillover_d/fp",0,605,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 22",21,0.5,"fp",1,268,"Non-Native","spillover_d","Non-Native 22 21","spillover_d/fp",0,268,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 22",20,0.5,"fp",4,278,"Non-Native","spillover_d","Non-Native 22 20","spillover_d/fp",0,278,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 23",4,0.5,"fp",2,602,"Non-Native","spillover_d","Non-Native 23 4","spillover_d/fp",0,602,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 23",7,0.5,"fp",1,553,"Non-Native","spillover_d","Non-Native 23 7","spillover_d/fp",0,553,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 23",20,0.5,"fp",2,488,"Non-Native","spillover_d","Non-Native 23 20","spillover_d/fp",0,488,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 23",3,0.5,"fp",1,887,"Non-Native","spillover_d","Non-Native 23 3","spillover_d/fp",0,887,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 23",2,0.5,"fp",4,388,"Non-Native","spillover_d","Non-Native 23 2","spillover_d/fp",0,388,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 23",1,0.5,"fp",3,849,"Non-Native","spillover_d","Non-Native 23 1","spillover_d/fp",0,849,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 23",6,0.5,"fp",4,306,"Non-Native","spillover_d","Non-Native 23 6","spillover_d/fp",0,306,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 23",24,0.5,"fp",2,393,"Non-Native","spillover_d","Non-Native 23 24","spillover_d/fp",0,393,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 23",18,0.5,"fp",4,414,"Non-Native","spillover_d","Non-Native 23 18","spillover_d/fp",0,414,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 23",16,0.5,"fp",2,1242,"Non-Native","spillover_d","Non-Native 23 16","spillover_d/fp",0,1242,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 23",12,0.5,"fp",2,838,"Non-Native","spillover_d","Non-Native 23 12","spillover_d/fp",0,838,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 23",9,0.5,"fp",3,461,"Non-Native","spillover_d","Non-Native 23 9","spillover_d/fp",0,461,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 23",19,0.5,"fp",1,578,"Non-Native","spillover_d","Non-Native 23 19","spillover_d/fp",0,578,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 23",15,0.5,"fp",1,531,"Non-Native","spillover_d","Non-Native 23 15","spillover_d/fp",0,531,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 23",8,0.5,"fp",2,467,"Non-Native","spillover_d","Non-Native 23 8","spillover_d/fp",0,467,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 23",10,0.5,"fp",4,551,"Non-Native","spillover_d","Non-Native 23 10","spillover_d/fp",0,551,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 23",17,0.5,"fp",3,960,"Non-Native","spillover_d","Non-Native 23 17","spillover_d/fp",0,960,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 23",11,0.5,"fp",1,878,"Non-Native","spillover_d","Non-Native 23 11","spillover_d/fp",0,878,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 23",23,0.5,"fp",1,700,"Non-Native","spillover_d","Non-Native 23 23","spillover_d/fp",0,700,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 23",21,0.5,"fp",3,365,"Non-Native","spillover_d","Non-Native 23 21","spillover_d/fp",0,365,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 23",5,0.5,"fp",3,293,"Non-Native","spillover_d","Non-Native 23 5","spillover_d/fp",0,293,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 23",13,0.5,"fp",3,546,"Non-Native","spillover_d","Non-Native 23 13","spillover_d/fp",0,546,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 23",22,0.5,"fp",4,679,"Non-Native","spillover_d","Non-Native 23 22","spillover_d/fp",0,679,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 23",14,0.5,"fp",4,397,"Non-Native","spillover_d","Non-Native 23 14","spillover_d/fp",0,397,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 24",15,0.5,"fp",4,217,"Non-Native","spillover_d","Non-Native 24 15","spillover_d/fp",0,217,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 24",16,0.5,"fp",1,591,"Non-Native","spillover_d","Non-Native 24 16","spillover_d/fp",0,591,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 24",2,0.5,"fp",3,238,"Non-Native","spillover_d","Non-Native 24 2","spillover_d/fp",0,238,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 24",20,0.5,"fp",1,495,"Non-Native","spillover_d","Non-Native 24 20","spillover_d/fp",0,495,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 24",8,0.5,"fp",1,696,"Non-Native","spillover_d","Non-Native 24 8","spillover_d/fp",0,696,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 24",24,0.5,"fp",1,199,"Non-Native","spillover_d","Non-Native 24 24","spillover_d/fp",0,199,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 24",3,0.5,"fp",4,458,"Non-Native","spillover_d","Non-Native 24 3","spillover_d/fp",0,458,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 24",12,0.5,"fp",1,249,"Non-Native","spillover_d","Non-Native 24 12","spillover_d/fp",0,249,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 24",19,0.5,"fp",4,908,"Non-Native","spillover_d","Non-Native 24 19","spillover_d/fp",0,908,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 24",17,0.5,"fp",2,1062,"Non-Native","spillover_d","Non-Native 24 17","spillover_d/fp",0,1062,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 24",1,0.5,"fp",2,562,"Non-Native","spillover_d","Non-Native 24 1","spillover_d/fp",0,562,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 24",10,0.5,"fp",3,1095,"Non-Native","spillover_d","Non-Native 24 10","spillover_d/fp",0,1095,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 24",5,0.5,"fp",2,920,"Non-Native","spillover_d","Non-Native 24 5","spillover_d/fp",0,920,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 24",6,0.5,"fp",3,717,"Non-Native","spillover_d","Non-Native 24 6","spillover_d/fp",0,717,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 24",14,0.5,"fp",3,538,"Non-Native","spillover_d","Non-Native 24 14","spillover_d/fp",0,538,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 24",22,0.5,"fp",3,1055,"Non-Native","spillover_d","Non-Native 24 22","spillover_d/fp",0,1055,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 24",23,0.5,"fp",4,646,"Non-Native","spillover_d","Non-Native 24 23","spillover_d/fp",0,646,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 24",9,0.5,"fp",2,393,"Non-Native","spillover_d","Non-Native 24 9","spillover_d/fp",0,393,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 24",13,0.5,"fp",2,868,"Non-Native","spillover_d","Non-Native 24 13","spillover_d/fp",0,868,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 24",4,0.5,"fp",1,697,"Non-Native","spillover_d","Non-Native 24 4","spillover_d/fp",0,697,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 24",11,0.5,"fp",4,540,"Non-Native","spillover_d","Non-Native 24 11","spillover_d/fp",0,540,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 24",18,0.5,"fp",3,1972,"Non-Native","spillover_d","Non-Native 24 18","spillover_d/fp",0,1972,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 24",7,0.5,"fp",4,591,"Non-Native","spillover_d","Non-Native 24 7","spillover_d/fp",0,591,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 24",21,0.5,"fp",2,279,"Non-Native","spillover_d","Non-Native 24 21","spillover_d/fp",0,279,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 25",14,0.5,"fp",4,348,"Non-Native","spillover_d","Non-Native 25 14","spillover_d/fp",0,348,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 25",22,0.5,"fp",4,564,"Non-Native","spillover_d","Non-Native 25 22","spillover_d/fp",0,564,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 25",18,0.5,"fp",4,507,"Non-Native","spillover_d","Non-Native 25 18","spillover_d/fp",0,507,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 25",1,0.5,"fp",3,454,"Non-Native","spillover_d","Non-Native 25 1","spillover_d/fp",0,454,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 25",13,0.5,"fp",3,203,"Non-Native","spillover_d","Non-Native 25 13","spillover_d/fp",0,203,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 25",12,0.5,"fp",2,597,"Non-Native","spillover_d","Non-Native 25 12","spillover_d/fp",0,597,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 25",16,0.5,"fp",2,285,"Non-Native","spillover_d","Non-Native 25 16","spillover_d/fp",0,285,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 25",8,0.5,"fp",2,432,"Non-Native","spillover_d","Non-Native 25 8","spillover_d/fp",0,432,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 25",6,0.5,"fp",4,382,"Non-Native","spillover_d","Non-Native 25 6","spillover_d/fp",0,382,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 25",21,0.5,"fp",3,678,"Non-Native","spillover_d","Non-Native 25 21","spillover_d/fp",0,678,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
"Non-Native 25",7,0.5,"fp",1,389,"Non-Native","spillover_d","Non-Native 25 7","spillover_d/fp",0,389,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 25",11,0.5,"fp",1,528,"Non-Native","spillover_d","Non-Native 25 11","spillover_d/fp",0,528,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,0.5
"Non-Native 25",10,0.5,"fp",4,435,"Non-Native","spillover_d","Non-Native 25 10","spillover_d/fp",0,435,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 25",24,0.5,"fp",2,280,"Non-Native","spillover_d","Non-Native 25 24","spillover_d/fp",0,280,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 25",4,0.5,"fp",2,255,"Non-Native","spillover_d","Non-Native 25 4","spillover_d/fp",0,255,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,0.5
"Non-Native 25",2,0.5,"fp",4,315,"Non-Native","spillover_d","Non-Native 25 2","spillover_d/fp",0,315,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,0.5
"Non-Native 25",5,0.5,"fp",3,292,"Non-Native","spillover_d","Non-Native 25 5","spillover_d/fp",0,292,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,0.5
